date,p_day,buy_level,sell_level,gate,reward,equity,best_action_ex_post,oracle_best_reward,fit_score,fit_window
2012-02-06,0.2107907271379778,0.2,0.3,FREE,0.0039533376539209,103390.70634692912,FORCE_BUY,0.0058327932598833,,23
2012-02-07,0.2140435590580456,0.2,0.3,FREE,0.0032315398287284,103724.81753240958,FORCE_BUY,0.0032315398287284,,24
2012-02-08,0.2245421524405393,0.2,0.3,FREE,0.003874078486857,104126.65561656505,FORCE_BUY,0.005808325266215,,25
2012-02-09,0.2229166349611842,0.2,0.3,FREE,0.0016012810248196,104293.39165438179,FORCE_BUY,0.0064051240992792,,26
2012-02-10,0.2129419184666654,0.2,0.3,FREE,-0.0036688467060135,103910.75518795164,FORCE_BUY,-0.0014356356675704,,27
2012-02-13,0.192706741594538,0.2,0.3,FORCE_BUY,0.005102854409185,104440.9966432242,FORCE_BUY,0.005102854409185,,28
2012-02-14,0.2006544454884384,0.2,0.3,FREE,0.0039619651347068,104854.78823055868,FORCE_BUY,0.0039619651347068,,29
2012-02-15,0.2277903507677712,0.2,0.3,FREE,-0.0009966301543209,104750.28678678317,FORCE_SELL,0.0031525851197983,,30
2012-02-16,0.2198103237962009,0.2,0.3,FREE,0.0095789844828035,105753.68815848298,FORCE_BUY,0.0169166932652409,,31
2012-02-17,0.2108057023496196,0.2,0.3,FREE,0.0,105753.68815848298,FORCE_BUY,0.0,,32
2012-02-21,0.2070702319028318,0.2,0.3,FREE,0.0,105753.68815848298,FORCE_BUY,0.0,,33
2012-02-22,0.2054008697133004,0.2,0.3,FREE,0.0037887754019936,106154.36513084795,FREE,0.0037887754019936,,34
2012-02-23,0.2121279732648221,0.2,0.3,FREE,-0.0024405394543407,105895.29121449562,FORCE_BUY,0.0066089693154997,,35
2012-02-24,0.2207491229063735,0.2,0.3,FREE,0.0,105895.29121449562,FORCE_BUY,0.0,,36
2012-02-27,0.2118982028783539,0.2,0.3,FREE,0.0047166128481018,106394.75830559139,FORCE_BUY,0.0070754716981132,,37
2012-02-28,0.1977456064216806,0.2,0.3,FORCE_BUY,0.0060662622491834,107040.17681141158,FREE,0.0075535292031023,,38
2012-02-29,0.219826884714413,0.2,0.3,FREE,-0.0016571933030804,106862.79054723917,FORCE_SELL,0.0,,39
2012-03-01,0.1987930692451288,0.2,0.3,FORCE_BUY,0.0065015479876161,107557.5641080726,FREE,0.0071241904546669,,40
2012-03-02,0.1740935639943134,0.2,0.3,FORCE_BUY,0.0012332357021735,107690.2079361695,FORCE_BUY,0.0012332357021735,,41
2012-03-05,0.190181311913797,0.2,0.3,FORCE_BUY,-0.0071097372488409,106924.5588534703,FORCE_BUY,-0.0071097372488409,,42
2012-03-06,0.1891317656684779,0.2,0.3,FORCE_BUY,-0.0021926389976506,106690.11189592158,FREE,0.0017441446572223,,43
2012-03-07,0.1749823464882308,0.2,0.3,FORCE_BUY,0.0028199906000314,106990.97700858439,FREE,0.0034419972684364,,44
2012-03-08,0.1775981546057673,0.2,0.3,FORCE_BUY,0.0029471071816349,107306.29088529653,FORCE_BUY,0.0029471071816349,,45
2012-03-09,0.1721860896870059,0.2,0.3,FORCE_BUY,0.0047876447876448,107820.03528953501,FORCE_BUY,0.0047876447876448,,46
2012-03-12,0.1835461646028406,0.2,0.3,FORCE_BUY,0.0027713625866049,108118.84370142284,FORCE_BUY,0.0027713625866049,,47
2012-03-13,0.1973893187141004,0.2,0.3,FORCE_BUY,0.0147103892123811,109709.31397346336,FORCE_BUY,0.0147103892123811,,48
2012-03-14,0.197553581494635,0.2,0.3,FORCE_BUY,-0.001171465565078,109580.79328997512,FREE,0.0003323413220566,,49
2012-03-15,0.1617281007390217,0.2,0.3,FORCE_BUY,0.0,109580.79328997512,FORCE_BUY,0.0,,50
2012-03-16,0.1701391890316634,0.2,0.3,FORCE_BUY,1.372917735257105e-16,109580.79328997515,FORCE_BUY,1.372917735257105e-16,,51
2012-03-19,0.1716609075678908,0.2,0.3,FORCE_BUY,-0.0013414815918915,109433.79267295178,FORCE_SELL,0.0,,52
2012-03-20,0.1718498908726627,0.2,0.3,FORCE_BUY,0.0087165614667869,110387.6790533292,FORCE_BUY,0.0087165614667869,,53
2012-03-21,0.1762753855787547,0.2,0.3,FORCE_BUY,-0.0004464285714286,110338.3988394661,FORCE_BUY,-0.0004464285714286,,54
2012-03-22,0.1898194290521976,0.2,0.3,FORCE_BUY,0.00104415274463,110453.60898145242,FORCE_BUY,0.00104415274463,,55
2012-03-23,0.1821677566104999,0.2,0.3,FORCE_BUY,-0.0059355987535243,109798.00067765985,FORCE_BUY,-0.0059355987535243,,56
2012-03-26,0.1865268388389737,0.2,0.3,FORCE_BUY,0.0151785714285713,111464.57747366003,FORCE_BUY,0.0151785714285713,,57
2012-03-27,0.2001123661355744,0.2,0.3,FREE,0.0001465845793022,111480.9164618561,FREE,0.0001465845793022,,58
2012-03-28,0.202025627527883,0.2,0.3,FREE,0.0017008060341641,111670.52387726857,FORCE_BUY,0.0055461066331435,,59
2012-03-29,0.1810611498676086,0.24,0.26,FORCE_BUY,-0.0002955082742317,111637.52431347505,FREE,0.0027076971237888,0.7166666666666667,60
2012-03-30,0.1983217338971928,0.24,0.26,FORCE_BUY,0.0,111637.52431347505,FORCE_BUY,0.0,0.7049180327868853,61
2012-04-02,0.1920768995460194,0.24,0.26,FORCE_BUY,0.0111176993774088,112878.67674803041,FORCE_BUY,0.0111176993774088,0.7096774193548387,62
2012-04-03,0.1999321252259204,0.24,0.26,FORCE_BUY,-0.0004400117336463,112829.00880578281,FORCE_BUY,-0.0004400117336463,0.7142857142857143,63
2012-04-04,0.1932809202441559,0.24,0.26,FORCE_BUY,-0.0098645465253239,111716.001799012,FORCE_BUY,-0.0098645465253239,0.71875,64
2012-04-05,0.1880405374329143,0.24,0.26,FORCE_BUY,0.0111973723499552,112966.9274686038,FREE,0.0116452672439535,0.7230769230769231,65
2012-04-09,0.1658896308727486,0.24,0.26,FORCE_BUY,0.0,112966.9274686038,FORCE_BUY,0.0,0.7121212121212122,66
2012-04-10,0.1706806628813983,0.24,0.26,FORCE_BUY,-0.0027051397655546,112661.33614091596,FORCE_SELL,0.0,0.7164179104477612,67
2012-04-11,0.1612558580401787,0.24,0.26,FORCE_BUY,0.0001503759398496,112678.27769522286,FORCE_BUY,0.0001503759398496,0.7058823529411765,68
2012-04-12,0.1548870418361762,0.24,0.26,FORCE_BUY,0.0071931664918326,113488.79130669755,FREE,0.009748349871979,0.7101449275362319,69
2012-04-13,0.1732345386875858,0.24,0.26,FORCE_BUY,-0.0129811996418978,112015.57064962763,FORCE_BUY,-0.0129811996418978,0.7,70
2012-04-16,0.1615594561021037,0.24,0.26,FORCE_BUY,-0.011784257440701,110695.55032772539,FORCE_BUY,-0.011784257440701,0.704225352112676,71
2012-04-17,0.1482953892542906,0.24,0.26,FORCE_BUY,0.0156773211567732,112430.96002083889,FORCE_BUY,0.0156773211567732,0.7083333333333334,72
2012-04-18,0.1510221728510649,0.24,0.26,FORCE_BUY,-0.0018042399639152,112228.10758958793,FREE,0.0013476932866567,0.7123287671232876,73
2012-04-19,0.1690268972818316,0.24,0.26,FORCE_BUY,-0.0110778443113772,110984.86208635,FORCE_BUY,-0.0110778443113772,0.7027027027027027,74
2012-04-20,0.1577770517535581,0.24,0.26,FORCE_BUY,-0.0034980988593156,110596.62606688443,FORCE_SELL,0.0,0.7066666666666667,75
2012-04-23,0.1411454193811017,0.24,0.26,FORCE_BUY,-0.0030604437643457,110258.15131228037,FORCE_BUY,-0.0030604437643457,0.6973684210526315,76
2012-04-24,0.1420925180122965,0.24,0.26,FORCE_BUY,0.0024434941967012,110527.56646515091,FORCE_BUY,0.0024434941967012,0.7012987012987013,77
2012-04-25,0.1455236834791707,0.24,0.26,FORCE_BUY,0.0114103149246919,111788.72080637809,FORCE_BUY,0.0114103149246919,0.7051282051282052,78
2012-04-26,0.1346910880555294,0.24,0.26,FORCE_BUY,0.0,111788.72080637809,FORCE_BUY,0.0,0.7088607594936709,79
2012-04-27,0.1497490943766007,0.24,0.26,FORCE_BUY,0.0,111788.72080637809,FORCE_BUY,0.0,0.7125,80
2012-04-30,0.16155342804949,0.24,0.26,FORCE_BUY,-0.0047654504839912,111255.99719270656,FREE,7.575169424907011e-05,0.7160493827160493,81
2012-05-01,0.1683071825093892,0.24,0.26,FORCE_BUY,0.0013485166317051,111406.02775529787,FORCE_BUY,0.0013485166317051,0.7073170731707317,82
2012-05-02,0.1576875235373522,0.24,0.26,FORCE_BUY,0.0041941282204913,111873.2789202392,FREE,0.0066740028191033,0.7108433734939759,83
2012-05-03,0.1788584612312212,0.24,0.26,FORCE_BUY,-0.0131147540983605,110406.08837702297,FORCE_SELL,0.0,0.7023809523809523,84
2012-05-04,0.1866813659702906,0.24,0.26,FORCE_BUY,-0.0274716981132075,107373.04564726929,FORCE_BUY,-0.0274716981132075,0.6941176470588235,85
2012-05-07,0.1523869745135581,0.24,0.26,FORCE_BUY,0.0110626363353067,108560.87460347933,FORCE_BUY,0.0110626363353067,0.6976744186046512,86
2012-05-08,0.164972698388871,0.24,0.26,FORCE_BUY,-0.0010845986984817,108443.12962017837,FORCE_BUY,-0.0010845986984817,0.7011494252873564,87
2012-05-09,0.1715592110354722,0.24,0.26,FORCE_BUY,0.0028173423070901,108748.65103717055,FORCE_BUY,0.0028173423070901,0.7045454545454546,88
2012-05-10,0.1620802675200896,0.24,0.26,FORCE_BUY,0.0025070510811656,109021.28946032858,FORCE_SELL,0.0061109370103414,0.7078651685393258,89
2012-05-11,0.173478964575154,0.24,0.26,FORCE_BUY,0.00234375,109276.80810750123,FORCE_BUY,0.00234375,0.7,90
2012-05-14,0.2846062372554739,0.24,0.26,FORCE_SELL,0.0,109276.80810750123,FORCE_BUY,0.0012584552461852,0.7032967032967034,91
2012-05-15,0.3196674275811526,0.285,0.305,FORCE_SELL,0.000625,109345.10611256844,FREE,0.0009246645172776,0.7065217391304348,92
2012-05-16,0.2683832441407388,0.285,0.32,FORCE_BUY,-0.004582806573957,108843.99864144572,FORCE_SELL,0.0,0.7096774193548387,93
2012-05-17,0.2872270345482227,0.285,0.32,FREE,-0.0188986867318324,106786.99000848105,FORCE_SELL,-0.0112698412698412,0.7021276595744681,94
2012-05-18,0.2779622484207359,0.24,0.26,FORCE_SELL,-0.0160323886639675,105074.93948040987,FORCE_BUY,-0.0160323886639675,0.6947368421052632,95
2012-05-21,0.2055686482597749,0.285,0.32,FORCE_BUY,0.0257334863137191,107778.88399744386,FORCE_BUY,0.0257334863137191,0.6979166666666666,96
2012-05-22,0.2374943000136889,0.285,0.32,FORCE_BUY,0.0,107778.88399744386,FORCE_BUY,0.0,0.7010309278350515,97
2012-05-23,0.2002469678839508,0.285,0.32,FORCE_BUY,0.0035489595095981,108161.38689274045,FREE,0.0053355007872493,0.7040816326530612,98
2012-05-24,0.1846026697321133,0.285,0.32,FORCE_BUY,0.0022518899790895,108404.95443600864,FORCE_SELL,0.0093292584847996,0.696969696969697,99
2012-05-25,0.1622524315218203,0.285,0.32,FORCE_BUY,-0.0027326796334994,108108.71842485093,FREE,0.0026614778700055,0.69,100
2012-05-29,0.181316438090207,0.285,0.32,FORCE_BUY,0.0035160620105481,108488.83538271359,FORCE_BUY,0.0035160620105481,0.6831683168316832,101
2012-05-30,0.2242615622254365,0.285,0.32,FORCE_BUY,0.0024181847493147,108751.18142990698,FREE,0.0050786158331756,0.6862745098039216,102
2012-05-31,0.206631810162905,0.285,0.32,FORCE_BUY,-0.0065736732403398,108036.28669868587,FREE,-0.005358772223608,0.6796116504854369,103
2012-06-01,0.246789483981748,0.285,0.32,FORCE_BUY,-0.018834226335444,106001.5068225619,FORCE_SELL,-0.0034096444227958,0.6730769230769231,104
2012-06-04,0.2246204075640505,0.285,0.32,FORCE_BUY,0.0129891756869275,107378.37901775922,FREE,0.0131546790903774,0.6666666666666666,105
2012-06-05,0.2194690211092216,0.285,0.32,FORCE_BUY,0.010548870941157,108511.0996798882,FORCE_BUY,0.010548870941157,0.660377358490566,106
2012-06-06,0.250642219050418,0.285,0.32,FORCE_BUY,0.0,108511.0996798882,FORCE_BUY,0.0,0.6635514018691588,107
2012-06-07,0.2829636019076538,0.285,0.32,FORCE_BUY,0.0004812319538016,108563.31868839632,FORCE_BUY,0.0004812319538016,0.6666666666666666,108
2012-06-08,0.2089842677766557,0.285,0.32,FORCE_BUY,0.0161290322580645,110314.339957564,FORCE_BUY,0.0161290322580645,0.6697247706422018,109
2012-06-11,0.3293544937783432,0.285,0.32,FORCE_SELL,0.0,110314.339957564,FORCE_SELL,0.0,0.6727272727272727,110
2012-06-12,0.2274161799400841,0.285,0.32,FORCE_BUY,0.0104923325262307,111471.79469481042,FREE,0.0136128679224897,0.6756756756756757,111
2012-06-13,0.3387946169737399,0.285,0.32,FORCE_SELL,0.0,111471.79469481042,FORCE_SELL,0.0,0.6696428571428571,112
2012-06-14,0.2557871460658081,0.285,0.32,FORCE_BUY,0.0079883805374001,112362.27381001951,FORCE_BUY,0.0079883805374001,0.672566371681416,113
2012-06-15,0.2580984018104362,0.285,0.32,FORCE_BUY,0.0110382338825789,113602.55486791288,FORCE_BUY,0.0110382338825789,0.6754385964912281,114
2012-06-18,0.2093154060756642,0.285,0.32,FORCE_BUY,0.0117497618291521,114937.35783079403,FORCE_BUY,0.0117497618291521,0.6782608695652174,115
2012-06-19,0.2144310640622091,0.285,0.32,FORCE_BUY,0.0007791803023218,115026.9147560167,FORCE_BUY,0.0007791803023218,0.6810344827586207,116
2012-06-20,0.2115787546072867,0.285,0.32,FORCE_BUY,-0.0004665629860032,114973.2474551974,FREE,0.0007776049766717,0.6837606837606838,117
2012-06-21,0.235375911858163,0.285,0.32,FORCE_BUY,-0.0219660383237265,112447.74069539325,FORCE_BUY,-0.0219660383237265,0.6779661016949152,118
2012-06-22,0.1754620756972666,0.285,0.32,FORCE_BUY,0.0036507936507936,112858.2641931701,FORCE_BUY,0.0036507936507936,0.680672268907563,119
2012-06-25,0.1926337083428007,0.285,0.32,FORCE_BUY,-0.0125396825396824,111443.05738820814,FREE,-0.0115873015873014,0.6833333333333333,120
2012-06-26,0.2088229955130681,0.285,0.32,FORCE_BUY,0.0,111443.05738820814,FORCE_BUY,0.0,0.6776859504132231,121
2012-06-27,0.2187336620643658,0.285,0.32,FORCE_BUY,0.0035143769968051,111834.71030554689,FORCE_BUY,0.0035143769968051,0.680327868852459,122
2012-06-28,0.2240946724368982,0.285,0.32,FORCE_BUY,-0.0091141669331628,110815.43008690023,FORCE_SELL,0.0,0.6829268292682927,123
2012-06-29,0.2703345945985897,0.285,0.32,FORCE_BUY,0.0242617717478053,113504.00875780349,FORCE_BUY,0.0242617717478053,0.6774193548387096,124
2012-07-02,0.2284646669768616,0.285,0.32,FORCE_BUY,0.0001556662515566,113521.67750138346,FORCE_BUY,0.0001556662515566,0.68,125
2012-07-03,0.2619957230766593,0.285,0.32,FORCE_BUY,0.0090146098849859,114545.03113754762,FORCE_BUY,0.0090146098849859,0.6825396825396826,126
2012-07-05,0.210166877672484,0.285,0.32,FORCE_BUY,0.0,114545.03113754762,FORCE_BUY,0.0,0.6850393700787402,127
2012-07-06,0.2427490993943392,0.285,0.32,FORCE_BUY,0.0064344005021971,115282.05974342322,FORCE_BUY,0.0064344005021971,0.6875,128
2012-07-09,0.2234243685185952,0.285,0.32,FORCE_BUY,0.0010954616588418,115408.34681982445,FREE,0.0012510743842543,0.689922480620155,129
2012-07-10,0.3112374220636735,0.285,0.32,FREE,0.0007446704063617,115494.28800034829,FREE,0.0007446704063617,0.6846153846153846,130
2012-07-11,0.2539798885604663,0.285,0.32,FORCE_BUY,-0.0070788107597924,114676.72579175685,FORCE_SELL,0.0001573069057731,0.6870229007633588,131
2012-07-12,0.2387593799936327,0.285,0.32,FORCE_BUY,-0.0023954008304055,114402.0290675671,FORCE_SELL,0.0,0.6818181818181818,132
2012-07-13,0.2332751689985067,0.285,0.32,FORCE_BUY,0.0,114402.0290675671,FORCE_BUY,0.0,0.6766917293233082,133
2012-07-16,0.2044849922154499,0.285,0.32,FORCE_BUY,-0.0004744583267435,114347.75007227964,FORCE_SELL,0.0,0.6791044776119403,134
2012-07-17,0.240080649416376,0.285,0.32,FORCE_BUY,0.0017333753545541,114545.95764410363,FREE,0.0096845507504105,0.674074074074074,135
2012-07-18,0.2446433013363287,0.285,0.32,FORCE_BUY,0.0198863636363637,116823.8602108898,FORCE_BUY,0.0198863636363637,0.6691176470588235,136
2012-07-19,0.2310421733824436,0.285,0.32,FORCE_BUY,0.0075734157650695,117708.61587554724,FORCE_BUY,0.0075734157650695,0.6715328467153284,137
2012-07-20,0.2236455105572125,0.285,0.32,FORCE_BUY,-0.0145727872373064,115993.27326039507,FORCE_BUY,-0.0145727872373064,0.6739130434782609,138
2012-07-23,0.2051529574339294,0.285,0.32,FORCE_BUY,-0.0073667711598746,115138.77736020094,FORCE_BUY,-0.0073667711598746,0.6762589928057554,139
2012-07-24,0.2310190038508093,0.285,0.32,FORCE_BUY,-0.0211891208096142,112699.08789684437,FORCE_SELL,0.0020556609740669,0.6785714285714286,140
2012-07-25,0.2199031844593374,0.285,0.32,FORCE_BUY,0.0040115532734274,113151.18629180925,FORCE_BUY,0.0040115532734274,0.6737588652482269,141
2012-07-26,0.2142873559095832,0.285,0.32,FORCE_BUY,0.0170281124497991,115077.93741581435,FREE,0.024421035613628,0.676056338028169,142
2012-07-27,0.2254221376882926,0.285,0.32,FORCE_BUY,0.0239823288103502,117837.77434973732,FORCE_BUY,0.0239823288103502,0.6713286713286714,143
2012-07-30,0.2047547748463713,0.285,0.32,FORCE_BUY,-0.0011560693641617,117701.54570887059,FREE,0.0027799203947486,0.6736111111111112,144
2012-07-31,0.2269551841197978,0.285,0.32,FORCE_BUY,-0.0035384615384616,117285.06331636227,FORCE_SELL,0.0021538461538461,0.6689655172413793,145
2012-08-01,0.2257584398891985,0.285,0.32,FORCE_BUY,-0.0024702794503628,116995.33643461736,FREE,0.0061774616302144,0.6643835616438356,146
2012-08-02,0.2412614639896764,0.285,0.32,FORCE_BUY,0.0,116995.33643461736,FORCE_BUY,0.0,0.6598639455782312,147
2012-08-03,0.2192151759660463,0.285,0.32,FORCE_BUY,0.0,116995.33643461736,FORCE_BUY,0.0,0.6621621621621622,148
2012-08-06,0.1986922737631965,0.285,0.32,FORCE_BUY,0.0,116995.33643461736,FORCE_BUY,0.0,0.6644295302013423,149
2012-08-07,0.2140344712213816,0.285,0.32,FORCE_BUY,0.0,116995.33643461736,FORCE_BUY,0.0,0.6666666666666666,150
2012-08-08,0.2167893963943912,0.285,0.32,FORCE_BUY,0.0003007066606523,117030.51771154853,FREE,0.0031574199368514,0.6688741721854304,151
2012-08-09,0.2044810084790798,0.285,0.32,FORCE_BUY,0.0033072760072158,117417.56993488796,FORCE_BUY,0.0033072760072158,0.6644736842105263,152
2012-08-10,0.2042251661338055,0.285,0.32,FORCE_BUY,0.0034477589566782,117822.39741330234,FORCE_BUY,0.0034477589566782,0.6666666666666666,153
2012-08-13,0.2219274549611953,0.285,0.32,FORCE_BUY,0.0023930601256356,118104.35349445892,FORCE_BUY,0.0023930601256356,0.6688311688311688,154
2012-08-14,0.2318058926145905,0.285,0.32,FORCE_BUY,-0.0007461572899569,118016.22907012339,FORCE_SELL,0.0,0.6709677419354839,155
2012-08-15,0.2141245820320113,0.285,0.32,FORCE_BUY,0.0077786088257294,118934.23115114756,FORCE_BUY,0.0077786088257294,0.6666666666666666,156
2012-08-16,0.2098632221741442,0.285,0.32,FORCE_BUY,0.0093541202672608,120046.7562532296,FORCE_BUY,0.0093541202672608,0.6687898089171974,157
2012-08-17,0.2028298433229274,0.285,0.32,FORCE_BUY,0.002644336712208,120364.2002979715,FORCE_BUY,0.002644336712208,0.6708860759493671,158
2012-08-20,0.19904185363644,0.285,0.32,FORCE_BUY,0.0007315288953915,120452.25018846017,FORCE_BUY,0.0007315288953915,0.6729559748427673,159
2012-08-21,0.2337474255315968,0.285,0.32,FORCE_BUY,-0.0043840420868041,119924.1824541837,FORCE_SELL,0.0014613473622679,0.675,160
2012-08-22,0.2090034384485074,0.285,0.32,FORCE_BUY,0.0048479506390481,120505.56897114978,FREE,0.0058028500073455,0.6708074534161491,161
2012-08-23,0.2308694879363885,0.285,0.32,FORCE_BUY,0.0,120505.56897114978,FORCE_BUY,0.0,0.6666666666666666,162
2012-08-24,0.2196367027397563,0.285,0.32,FORCE_BUY,0.0095884348723999,121661.02877099114,FORCE_BUY,0.0095884348723999,0.6687116564417178,163
2012-08-27,0.2167664112282809,0.285,0.32,FORCE_BUY,-0.0018955963837853,121430.40856480524,FREE,0.0011678634928502,0.6707317073170732,164
2012-08-28,0.2192155280187517,0.285,0.32,FORCE_BUY,-0.0010215995329829,121306.35531612553,FREE,0.0004388952669846,0.6666666666666666,165
2012-08-29,0.2054588468293813,0.285,0.32,FORCE_BUY,0.0002926972047417,121341.86134724396,FREE,0.0033655655535648,0.6626506024096386,166
2012-08-30,0.20717291384803,0.285,0.32,FORCE_BUY,0.0,121341.86134724396,FORCE_BUY,0.0,0.6586826347305389,167
2012-08-31,0.21919465592581,0.285,0.32,FORCE_BUY,0.0094112977044965,122483.8457284006,FREE,0.0095596096788872,0.6607142857142857,168
2012-09-04,0.2145301172874032,0.285,0.32,FORCE_BUY,0.0001468428781205,122501.83160883062,FORCE_BUY,0.0001468428781205,0.6568047337278107,169
2012-09-05,0.2069039127234571,0.285,0.32,FORCE_BUY,0.003391329991153,122917.27574433682,FORCE_BUY,0.003391329991153,0.6588235294117647,170
2012-09-06,0.2357132425442093,0.285,0.32,FORCE_BUY,0.0168300892726474,124985.98446826462,FORCE_BUY,0.0168300892726474,0.6608187134502924,171
2012-09-07,0.1946889850851808,0.285,0.32,FORCE_BUY,0.0,124985.98446826462,FORCE_BUY,0.0,0.6627906976744186,172
2012-09-10,0.2437073629494934,0.285,0.32,FORCE_BUY,-0.0109763142692085,123614.09902349453,FORCE_SELL,0.0,0.6647398843930635,173
2012-09-11,0.2184258194477175,0.285,0.32,FORCE_BUY,0.0,123614.09902349453,FORCE_BUY,0.0,0.6609195402298851,174
2012-09-12,0.2031233856372955,0.285,0.32,FORCE_BUY,0.00409057706355,124119.75202169144,FORCE_BUY,0.00409057706355,0.6628571428571428,175
2012-09-13,0.2629644610382565,0.285,0.32,FORCE_BUY,0.0157526254375728,126074.96398469358,FORCE_BUY,0.0157526254375728,0.6647727272727273,176
2012-09-14,0.2638178916965649,0.285,0.32,FORCE_BUY,0.0,126074.96398469358,FORCE_BUY,0.0,0.6666666666666666,177
2012-09-17,0.2577160993865099,0.285,0.32,FORCE_BUY,0.0017133066818958,126290.96906290832,FORCE_BUY,0.0017133066818958,0.6685393258426966,178
2012-09-18,0.214891883469612,0.285,0.32,FORCE_BUY,0.00529176201373,126959.27081567257,FORCE_BUY,0.00529176201373,0.6703910614525139,179
2012-09-19,0.2280266092150011,0.285,0.32,FORCE_BUY,0.00099573257468,127085.68829728138,FORCE_BUY,0.00099573257468,0.6722222222222223,180
2012-09-20,0.2257641954779755,0.285,0.32,FORCE_BUY,0.0047115933752141,127684.46438434739,FORCE_BUY,0.0047115933752141,0.6740331491712708,181
2012-09-21,0.2510457439546809,0.285,0.32,FORCE_BUY,-0.001990615668989,127430.29368885745,FORCE_BUY,-0.001990615668989,0.6758241758241759,182
2012-09-24,0.224825478652744,0.285,0.32,FORCE_BUY,-0.0014314342971656,127247.88559597333,FREE,7.254188297909918e-05,0.6775956284153005,183
2012-09-25,0.3123510396111899,0.285,0.32,FREE,-0.0128921357971638,125607.38857496809,FORCE_SELL,0.0,0.6739130434782609,184
2012-09-26,0.2626583268541985,0.285,0.32,FORCE_BUY,0.0,125607.38857496809,FORCE_BUY,0.0,0.6702702702702703,185
2012-09-27,0.2387022044032806,0.285,0.32,FORCE_BUY,0.0121433796634967,127132.68678297428,FORCE_BUY,0.0121433796634967,0.6720430107526881,186
2012-09-28,0.2477504821745032,0.285,0.32,FORCE_BUY,-0.0085395860471848,126047.02626478128,FORCE_BUY,-0.0085395860471848,0.6737967914438503,187
2012-10-01,0.2832519260485889,0.285,0.32,FORCE_BUY,-0.005231037489102,125387.66954500038,FORCE_BUY,-0.005231037489102,0.675531914893617,188
2012-10-02,0.2456570007457077,0.285,0.32,FORCE_BUY,-0.0021802325581394,125114.29526546915,FORCE_SELL,0.0008720930232557,0.6772486772486772,189
2012-10-03,0.2259289175560358,0.285,0.32,FORCE_BUY,0.0069868995633188,125988.4562804244,FORCE_BUY,0.0069868995633188,0.6736842105263158,190
2012-10-04,0.1917610318308931,0.285,0.32,FORCE_BUY,0.0,125988.4562804244,FORCE_BUY,0.0,0.675392670157068,191
